username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
DEVONTHESAV;2012-07-03 00:43;0;0;"@SuckMyNick92 bro I did a line of Xanax , Oxys , White Girl , Some , Heroin , Crystal , Lortab , Ritalin , Aderall , and Perks. At once.";;@SuckMyNick92;;"220014777299255299";https://twitter.com/DEVONTHESAV/status/220014777299255299
plantpoweredbob;2010-02-10 17:07;0;0;"Did you know that Ritalin has the same effect on the brain as heroin and cocaine?";;;;"8921243071";https://twitter.com/plantpoweredbob/status/8921243071
